City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Tiznit,MA,29.5833,-9.5,65.43,52,0,0.94,clear sky
701,Faranah,GN,10.0404,-10.7434,71.33,95,95,2.46,overcast clouds
702,Labrea,BR,-7.2586,-64.7981,77.95,81,73,3.87,broken clouds
703,Burnie,AU,-41.0667,145.9167,55.94,71,100,11.25,overcast clouds
704,Ekhabi,RU,53.5102,142.9671,29.35,58,100,17.27,overcast clouds
705,Sheboygan,US,43.7333,-87.9334,56.48,69,6,1.01,clear sky
706,Logansport,US,40.7545,-86.3567,54.73,63,90,10.36,overcast clouds
707,Ovalle,CL,-30.5983,-71.2003,75.51,42,19,5.19,few clouds
708,Palmas De Monte Alto,BR,-14.2672,-43.1619,84.58,36,84,9.1,broken clouds
709,Ormara,PK,25.2088,64.6357,79.9,60,5,10.58,clear sky
710,North Salt Lake,US,40.8486,-111.9069,70.03,46,99,1.01,overcast clouds
711,Jawhar,SO,2.7809,45.5005,77.05,78,37,10.47,scattered clouds
712,Nioro,GM,13.35,-15.75,74.7,77,100,7.61,overcast clouds
